"","","","","","","","","","Normalized abundance","","","","","","","","","","","","Raw abundance","","","","","","","","","","","","Spectral counts","","","","","","","","","","","",
"","","","","","","","","","Condition 1","","","Condition 2","","","Condition 3","","","Condition 4","","","Condition 1","","","Condition 2","","","Condition 3","","","Condition 4","","","Condition 1","","","Condition 2","","","Condition 3","","","Condition 4","","",
"Accession","Peptide count","Peptides used for quantitation","Confidence score","Anova (p)*","Max fold change","Highest mean condition","Lowest mean condition","Description","A11-05004","A11-05005","A11-05006","A11-05008","A11-05009","A11-05010","A11-05012","A11-05013","A11-05014","A11-05016","A11-05017","A11-05018","A11-05004","A11-05005","A11-05006","A11-05008","A11-05009","A11-05010","A11-05012","A11-05013","A11-05014","A11-05016","A11-05017","A11-05018","A11-05004","A11-05005","A11-05006","A11-05008","A11-05009","A11-05010","A11-05012","A11-05013","A11-05014","A11-05016","A11-05017","A11-05018",
"U520_HUMAN","58","56","2959.41","0.261471400351363","1.12925606973612","Condition 1","Condition 3","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2","34807246.6947813","33980959.5847998","29529647.526006","29301962.5474595","28994924.0139021","30794948.3134572","28543688.2234891","30317728.1240015","28202852.2807595","32745719.2169726","26952654.108386","30659850.3202298","30647225.8749591","22226745.1662908","25569412.9093081","33725913.717495","28251249.4828236","34707632.3407064","28543688.2234891","29844420.7567981","15338156.8565982","33581564.4103879","17768320.1886113","23617694.8479448","29","26","25","32","28","33","29","33","29","28","27","35",
"TERA_HUMAN","58","57","4129.18","0.787361720797013","1.06897744601026","Condition 4","Condition 3","Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4","255485004.071325","226797392.830896","243372377.099304","246326986.414488","235828795.405679","247280227.474626","235318182.375314","238493044.596676","232792142.609806","290389082.409114","228331738.710385","236622244.238291","224950473.563676","148346836.476224","210733595.627635","283516937.701699","229780155.003861","278698672.683436","235318182.375314","234769793.481925","126604300.968831","297801358.717467","150525860.136577","182273295.540796","60","44","59","61","63","62","65","61","58","65","62","64",
"ACLY_HUMAN","55","51","3374.3","0.142517413287675","1.12843661762707","Condition 1","Condition 3","ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3","143473605.378617","139796143.475666","130304442.491981","131220837.405478","127887810.212939","121836612.464931","126676283.283451","122822241.855491","117003398.749301","144116647.579803","123077489.891702","125693565.422714","126326222.515971","91439832.6071334","112829253.754567","151032294.615306","124607687.55267","137316689.348754","126676283.283451","120904793.698133","63632446.2826123","147795272.146652","81137844.1474493","96823443.0859277","48","48","50","56","58","52","51","51","52","49","48","50",
"MOES_HUMAN","54","33","2874.57","0.330224405194007","1.09019045570769","Condition 4","Condition 3","Moesin OS=Homo sapiens GN=MSN PE=1 SV=3","114652600.859111","103773863.205608","114283121.780507","109036876.805161","115470622.402442","114552192.51173","111259798.513594","112152896.788948","106691674.23968","132746321.851198","113755675.143315","113374636.067821","100949787.453529","67877871.6250361","98956559.7353323","125499044.41383","112508981.222513","129106739.87985","111259798.513594","110402013.870336","58024401.875753","136134715.134842","74992512.837138","87334006.2061503","31","31","31","35","33","35","40","35","32","35","36","37",
"REVERSE_TITIN_HUMAN-R","53","5","829.48","0.113170414418015","1.22495941338097","Condition 1","Condition 2","Titin OS=Homo sapiens GN=TTN PE=1 SV=2","4454844.17242709","5521607.05687847","4674049.42957108","4069816.67862763","4026672.88332219","3863499.07019613","3999350.06511723","4198893.90711521","4863775.03160226","4923377.67518055","4221613.57271671","4422345.43381524","3922419.28203382","3611650.59672207","4047210.50997873","4684269.38731848","3923395.01072368","4354379.94284376","3999350.06511723","4133342.5764807","2645170.19793829","5049048.50066771","2783064.75388184","3406592.13522433","2","3","2","0","1","2","1","1","3","0","2","3",
"KPYM_HUMAN","52","45","4856.14","0.985729658434467","1.02702254610849","Condition 4","Condition 3","Pyruvate kinase isozymes M1/M2 OS=Homo sapiens GN=PKM2 PE=1 SV=4","940284047.293971","851587302.790448","906087601.692114","901749224.428157","864511181.043224","907501930.274353","901363645.238425","929134439.866013","823443522.494731","1048753172.9672","820623223.461652","856281470.630894","827905115.182801","557018230.127881","784571776.526176","1037893502.47869","842337819.013849","1022805527.18705","901363645.238425","914629191.527075","447830800.404198","1075522940.73121","540989252.117482","659605127.425105","82","76","87","86","90","98","95","98","84","103","85","97",
"HS90B_HUMAN","49","30","3693.95","0.600734858899186","1.08082509807001","Condition 4","Condition 1","Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4","282571233.851209","232286540.432802","258730029.984586","268363875.461813","277483275.383791","281465271.805119","282164453.641944","270027617.172898","261350580.022695","310614003.129015","253726596.609545","271772514.675814","248799467.120802","151937255.53497","224031626.618211","308880911.783924","270366262.605822","317227133.198988","282164453.641944","265812061.8373","142135843.248939","318542527.153868","167267215.718184","209350021.367744","32","32","35","33","38","34","35","32","34","38","38","35",
"LPPRC_HUMAN","49","43","2901.57","0.381736157200833","1.11838858193812","Condition 4","Condition 1","Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3","26747239.0011194","24708842.3657283","24557932.7290503","26476237.7670731","25318720.9531423","26948646.5775634","25474122.5476327","25586537.7610299","25374652.6091715","33215667.7271011","25604562.0961486","26192975.6088861","23550517.5800569","16161908.0016433","21264457.0713245","30473566.712466","24669335.2909034","30372634.757272","25474122.5476327","25187091.7084104","13800036.8908317","34063508.5099472","16879601.3848594","20176801.2116537","26","28","21","23","24","19","21","19","31","26","30","25",
"LMNA_HUMAN","48","42","3134.14","0.559554862106262","1.06474521489379","Condition 1","Condition 3","Lamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1","191384009.017073","165062521.476492","175230169.301197","160847798.0307","179057357.669478","159835297.086092","173770807.943419","169165538.340516","156410062.939232","181287222.608852","171662205.979017","165000717.833612","168510569.21089","107966421.378062","151729970.670472","185132273.964454","174464816.008145","180143336.168791","173770807.943419","166524598.516594","85063810.4057655","185914638.260993","113166927.006624","127102270.976021","42","40","42","44","42","43","41","44","38","42","40","43",
"CH60_HUMAN","48","46","5025.58","0.33240051316776","1.11011776151807","Condition 4","Condition 2","60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2","453798157.15157","485888128.387469","440401342.922584","415125127.62909","412173163.168185","433615351.134548","425948285.955841","414173944.817704","423065930.311446","549833064.15728","418631619.420987","431297946.07068","399562043.669187","317816557.888646","381338916.188696","477799881.619076","401601565.060348","488708798.315714","425948285.955841","407708038.844006","230084940.884739","563867732.958155","275979524.132823","332234605.598241","77","84","79","74","73","74","84","75","81","80","82","78",
"K1C17_CON-HUMAN","48","42","3293.7","0.274564825635515","1.11588550814446","Condition 1","Condition 3","Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2","437671818.567389","376666408.157427","411765549.605184","401754293.258315","393451173.704114","410805863.01026","355975152.78769","349414674.524395","393382194.890099","433602420.320281","371525362.11643","372516088.623523","385363059.605343","246375275.127963","356543482.288803","462410345.65918","383359765.395322","463001227.072558","355975152.78769","343959762.50114","213941403.860543","444670263.920739","244925103.321106","286954150.629212","58","52","58","65","65","75","61","61","57","69","60","64",
"ENPL_HUMAN","47","40","2573.42","0.264249177348897","1.13249664219912","Condition 4","Condition 1","Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1","102092663.978448","85392164.1794544","101925506.466686","98612055.7929729","102686973.117211","102092352.69806","101339054.77948","100598317.131772","98005212.796767","120975452.356084","100438455.849525","106342323.974462","89890963.2399314","55854510.7497141","88256229.8971516","113500304.96394","100053212.582291","115063802.224131","101339054.77948","99027819.35463","53300258.8417845","124063390.345874","66213243.2526859","81916921.6684975","34","35","36","31","36","32","35","32","35","31","39","39",
"ACTN1_HUMAN","47","26","3791.74","0.470379372372807","1.10209768011834","Condition 2","Condition 3","Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2","58188906.4442619","47145981.6090251","58763447.9590545","58810086.5293948","60097799.9254217","59046120.4122502","57312389.3200728","57235591.7842518","46920471.3544063","64629953.965793","55795612.342909","56543947.7416426","51234404.572469","30837908.3946522","50882654.9154184","67689114.7067807","58556385.1882435","66548286.3472741","57312389.3200728","56342054.2755395","25517757.6457534","66279654.6798015","36782808.1509783","43556563.0396802","25","22","24","34","28","25","27","30","25","26","24","27",
"UBA1_HUMAN","46","41","3338.72","0.425569667788635","1.05373833424112","Condition 1","Condition 2","Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3","93341955.8711983","93838381.8168698","92157637.7667473","89756140.3880629","85554165.1883157","89782048.3579484","89403887.3651573","88727682.4024421","87054241.7453698","97320848.9132961","83812586.4250617","86043075.689119","82186104.240873","61379131.8710622","79798334.5628888","103307341.323649","83359834.4272581","101189399.426317","89403887.3651573","87342503.8829897","47344559.395279","99804995.4133098","55252772.7120129","66280137.8408358","41","38","39","38","33","32","38","38","41","28","34","37",
"PRP8_HUMAN","46","42","2362.92","0.515034734459929","1.08490841969639","Condition 1","Condition 3","Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2","22804189.2784697","21785199.715675","21988038.8354646","21451711.2294853","18416013.4342409","21598593.0629487","19542726.9838364","21381021.5237944","20443115.8478334","24232866.2384902","19233337.8248451","21456331.5798666","20078725.1528679","14249570.5946355","19039212.8302501","24690447.298417","17943671.4426399","24342824.6566586","19542726.9838364","21047230.1867866","11118014.3905371","24851418.0752634","12679423.0873629","16528100.643572","23","20","22","27","24","24","25","26","24","18","20","25",
"EZRI_HUMAN","46","24","2439.91","0.479725704311346","1.07565726760225","Condition 4","Condition 2","Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4","32575220.3804298","29301600.2040306","30020456.2343251","28890466.4583723","29819345.6429261","28978884.2286261","28796310.3979723","28247793.3431382","33289440.0211483","31188844.279253","32545709.3982618","30588429.8163354","28681962.2844597","19166003.8049911","25994399.0359269","33252290.779333","29054525.9842355","32660826.3541564","28796310.3979723","27806800.9098706","18104504.0278082","31984949.7306636","21455496.8511945","23562678.6737219","23","22","19","17","20","18","20","15","20","19","19","16",
"MYH10_HUMAN","46","22","2876.48","0.182927299695462","1.19308437225659","Condition 1","Condition 3","Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3","12854199.0605101","12066280.3519941","10100998.5759194","10748816.043817","10115169.6854707","10857047.0196361","10461546.332703","10191903.9699268","8700280.91939948","11138890.7757076","10170654.2277738","10161412.5490081","11317917.3723099","7892482.78346921","8746349.00929845","12371650.5975272","9855731.37588884","12236500.3645296","10461546.332703","10032792.3367904","4731658.77372115","11423214.6060429","6704921.9019403","7827472.681698","12","10","8","12","12","10","15","11","8","11","13","15",
"VIME_CON-HUMAN","45","38","3158.44","0.236440224128289","1.11286967018435","Condition 1","Condition 3","Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4","420237191.912139","441083042.369524","396959366.367883","390247967.639731","415226189.677905","373281185.978357","401699005.658734","378440163.03752","350522969.342881","428899702.057553","384146688.402402","390873744.496073","370012148.749497","288509815.488115","343722963.09798","449166818.220045","404576286.206795","420708813.366577","401699005.658734","372532117.537582","190632359.879767","439847507.236199","253245611.043732","301095299.721364","33","44","33","40","37","35","36","33","40","42","41","42",
"GANAB_HUMAN","45","43","3012.22","0.560956985134196","1.09104863084852","Condition 4","Condition 1","Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3","100597632.364644","95001306.7387941","93303159.6959723","104517283.582245","95008183.7651103","103090528.625501","100148733.705717","101178459.74875","89914078.691574","120273870.544681","95127417.3031693","99804951.4965114","88574611.7353086","62139794.2008777","80790230.0191155","120297092.127277","92571372.1881506","116188802.427032","100148733.705717","99598905.0339137","48899885.3328296","123343900.429262","62711983.8573689","76881095.7698395","41","41","46","39","41","47","44","39","38","38","43","44",
"VINC_HUMAN","45","39","2614.97","0.485062998053777","1.12833652935572","Condition 4","Condition 3","Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4","85968973.2549411","69252159.4589672","81726802.5173542","77907741.2007943","78480027.5022267","83430394.0161527","75903328.1873814","80009241.0889142","70054354.4100405","96472866.26458","78173671.7664004","80320196.3904478","75694310.5752035","45297428.8930419","70766383.4281584","89670094.7387812","76467137.3279408","94030729.0688812","75903328.1873814","78760171.1356229","38099149.1829345","98935367.7301289","51535363.6298337","61871726.9870341","26","27","28","33","25","31","28","32","27","33","35","30",
"TITIN_HUMAN","43","7","613.66","0.0339749332195319","2.31546586909973","Condition 2","Condition 1","Titin OS=Homo sapiens GN=TTN PE=1 SV=2","733051.794835455","315224.697313118","1263445.23531145","2000544.71779652","1912391.5230318","1439776.51796165","1896832.87926417","1896686.32549062","1312900.45717407","1838130.04725745","1607336.69117323","1730202.94426386","645440.420248314","206186.614589716","1094004.01347581","2302582.92191576","1863341.66628973","1622708.81345685","1896832.87926417","1867076.07212806","714022.572921587","1885048.91792547","1059623.77081012","1332798.58628915","0","1","1","3","2","2","2","1","0","1","2","2",
"K2C8_CON-HUMAN","43","35","2608.16","0.0100132250539577","1.17607474356076","Condition 2","Condition 3","Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7","346895698.696127","302261753.965162","328076844.14907","350138233.830944","334139611.964385","346377682.696981","286492958.755615","286158166.711628","303700938.15401","321170349.349656","302439872.944598","305579626.396318","305436133.062083","197707629.831176","284078307.6277","403001397.747753","325569452.610864","390387057.633707","286492958.755615","281690788.155553","165168139.042452","329368327.56454","199381050.885468","235392093.979508","37","30","42","41","39","41","40","38","36","35","38","36",
"HS90A_HUMAN","42","24","2834.44","0.229791425560662","1.11646691721727","Condition 1","Condition 3","Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5","177376568.585421","158952382.566406","174961449.46805","148300190.71164","161484936.70013","159420563.956389","150338236.307023","158544952.493278","149070730.599511","179918993.756491","149616102.029042","159773954.672204","156177241.194363","103969815.568676","151497288.97779","170690254.215155","157343100.200778","179675908.692091","150338236.307023","156069816.700086","81072305.2371145","184511484.919658","98633210.5006616","123076025.051814","30","28","26","28","31","28","30","27","25","25","27","29",
"SND1_HUMAN","42","36","2317.6","0.584656872605335","1.0898648490188","Condition 4","Condition 1","Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1","56681114.0783803","47589150.5821558","56214771.5791489","55293419.1039569","54359539.5004866","57267170.0073994","53774587.6716223","56905799.3452919","51250810.4596632","65941740.9859015","54410347.8615255","54554910.9437136","49906817.4290526","31127782.6051436","48675782.697502","63641507.9305675","52965302.1840416","64543309.5577229","53774587.6716223","56017410.4146778","27872818.0409746","67624925.4926548","35869583.6962677","42024381.2565283","30","22","32","33","33","30","36","30","29","32","26","34",
"KU86_HUMAN","42","38","2826.12","0.94617301686954","1.05664994984449","Condition 1","Condition 3","ATP-dependent DNA helicase 2 subunit 2 OS=Homo sapiens GN=XRCC5 PE=1 SV=3","124951952.284521","125317089.305704","112394712.778104","114544484.334984","102175421.862611","131162138.436742","108663227.260075","119620351.820313","114936760.277697","142277590.13118","97132743.3981053","112664500.089592","110018202.208306","81969168.7054399","97321406.133124","131838179.413397","99554781.8186851","147827079.673777","108663227.260075","117752890.196788","62508502.3379438","145909272.155138","64033978.9378577","86786978.9160889","32","34","31","34","37","34","40","27","42","34","29","38",
