LFQ intensity Gua_1	LFQ intensity Gua_2	LFQ intensity Gua_3	LFQ intensity RG/SDC_1	LFQ intensity RG/SDC_2	LFQ intensity RG/SDC_3	LFQ intensity RG_1	LFQ intensity RG_2	LFQ intensity RG_3	LFQ intensity SDC_1	LFQ intensity SDC_2	LFQ intensity SDC_3	LFQ intensity Urea_1	LFQ intensity Urea_2	LFQ intensity Urea_3	Only identified by site	Reverse	Protein IDs	Majority protein IDs	Protein names	Gene names
8.97304	8.94151	8.96753	9.05396	9.06733	9.18749	8.84665	8.87482	8.87016	8.91501	8.98364	9.08268	9.17814	9.0633	9.03024			NP_249765.1;AAG04463.1	NP_249765.1;AAG04463.1		
6.68464	6.50422	6.68827	6.47104	6.08645	6.58323	6.36613	6.52273	6.44419	6.44184	6.42917	6.52731	7.22425	6.47918	6.47405			NP_249766.1;AAG04464.1	NP_249766.1;AAG04464.1		
8.60738	8.61668	8.60229	8.39686	8.40012	8.56263	8.31538	8.35547	8.33877	8.43824	8.62983	8.39111	8.74426	8.62968	8.62157			NP_249767.1;AAG04465.1	NP_249767.1;AAG04465.1		
7.63498	7.60914	7.59434	7.4264	7.5164	7.53376	7.2566	7.15302	7.27644	7.28373	7.25964	7.33899	7.57839	7.57418	7.55864			NP_249771.1;AAG04469.1	NP_249771.1;AAG04469.1		
6.33577	6.62065	6.43369	6.2825	6.58168	6.31767	6.64664	6.39776	6.03077	6.62073	6.67388	6.66802	6.77711	6.75914	6.76674			NP_249773.1;AAG04471.1	NP_249773.1;AAG04471.1		
6.25395	6.83657	6.71805	6.617	6.31918	6.51485	6.39436	6.63851	6.60142	6.57675	6.54768	5.74971	6.39472	6.64161	6.57849			NP_249774.1;AAG04472.1	NP_249774.1;AAG04472.1		
6.86367	6.96288	7.10544	6.56946	6.72666	6.86522	6.78959	6.77084	6.81147	6.40316	6.8121	6.92738	7.08386	6.9969	6.95083			NP_249775.1;AAG04473.1	NP_249775.1;AAG04473.1		
7.0966	7.03779	7.03238	6.91503	6.9544	6.91191	7.35309	6.83357	7.28605	6.8306	7.15247	6.93132	7.22157	6.89986	6.77107			NP_249777.1;AAG04475.1	NP_249777.1;AAG04475.1		
6.96524	6.5692	6.38661	6.93856	6.86734	6.93326	6.74028	6.83688	6.84779	6.8485	6.76199	6.79828	7.18526	6.85999	6.91506			NP_249778.1;AAG04476.1	NP_249778.1;AAG04476.1		
6.92039	7.03882	6.8345	6.76716	6.69166	6.08879	6.8785	6.89322	6.95666	6.97661	7.01486	6.85158	7.38414	7.39903	7.16616			NP_249779.1;AAG04477.1	NP_249779.1;AAG04477.1		
6.97155	6.8978	6.81487	7.25397	7.1858	7.21938	7.22186	7.16841	7.26851	7.16388	7.39905	7.31054	7.55478	7.41794	7.36693			NP_249780.1;AAG04478.1	NP_249780.1;AAG04478.1		
7.03209	7.12921	7.12946	7.12516	6.95656	6.92145	7.14233	7.09332	7.259	7.08418	7.25093	7.10537	7.55503	7.37776	7.30337			NP_249781.1;AAG04479.1	NP_249781.1;AAG04479.1		
6.78076	6.29944	6.65888	7.78125	7.65653	7.01355	7.96442	7.79298	8.00651	7.81435	7.51372	6.76924	6.39073	7.43236	7.4839			NP_249782.1;AAG04480.1	NP_249782.1;AAG04480.1		
9.72945	9.74584	9.76219	9.69342	9.7132	9.78218	9.53224	9.54846	9.54243	9.53591	9.70383	9.77743	9.93647	9.75705	9.70271			NP_249783.1;AAG04481.1	NP_249783.1;AAG04481.1		
7.24262	7.32533	7.28398	7.34717	7.27848	7.42469	7.19769	7.17225	7.232	7.29017	7.54004	7.24485	7.25375	7.02567	7.1113			NP_249784.1;AAG04482.1	NP_249784.1;AAG04482.1		
8.22251	8.20115	8.15697	8.35145	8.30494	8.38799	8.16164	8.19676	8.17658	8.21735	8.29533	8.36975	8.49252	8.36599	8.31008			NP_249785.1;AAG04483.1	NP_249785.1;AAG04483.1		
7.75893	7.69153	7.73231	7.58562	7.74503	7.76393	7.37238	7.31672	7.27344	7.33931	7.53418	7.59779	7.96874	7.80153	7.68868			NP_249786.1;AAG04484.1	NP_249786.1;AAG04484.1		
7.42535	7.41288	7.41934	7.52731	7.50709	7.57439	7.37497	7.36286	7.33822	7.44111	7.54125	7.4808	7.78662	7.56578	7.59816			NP_249787.1;AAG04485.1	NP_249787.1;AAG04485.1		
8.47226	8.4186	8.55684	8.56703	8.54439	8.63905	8.40736	8.47035	8.43451	8.44282	8.48416	8.48756	8.43729	8.42027	8.41504			NP_249788.1;AAG04486.1	NP_249788.1;AAG04486.1		
6.80513	6.60428	6.72521	7.05484	7.19304	7.22601	6.86854	6.94746	6.9996	6.95524	6.99917	7.11217	6.17207	5.88971	6.4761			NP_249792.1;AAG04490.1	NP_249792.1;AAG04490.1		
7.11348	7.36784	7.32267	7.30856	7.18241	7.22188	7.36588	7.3831	7.32915	7.4861	7.55156	7.64096	7.8019	7.6321	7.47526			NP_249793.1;AAG04491.1	NP_249793.1;AAG04491.1		
7.43925	7.28894	7.48299	7.1978	7.29968	7.44801	7.15682	7.1173	7.12717	7.17196	7.49863	7.2811	7.72529	7.49915	7.39021			NP_249794.1;AAG04492.1	NP_249794.1;AAG04492.1		
6.2001	6.63553	6.32312	6.51416	6.2494	6.42979	6.67659	6.57568	6.30447	6.69875	6.79109	6.59518	6.49453	6.15584	6.25159			NP_249795.1;AAG04493.1	NP_249795.1;AAG04493.1		
6.26044	6.71542	6.34656	6.76238	6.4258	6.19707	6.68459	6.50734	6.24764	6.49165	6.37439	6.62842	6.96012	6.80155	6.71128			NP_249801.1;AAG04499.1	NP_249801.1;AAG04499.1		
7.93821	7.89848	7.91906	8.14092	8.18073	8.27563	8.1115	8.19479	8.11985	8.13659	8.23185	8.27249	8.23772	8.31182	8.25059			NP_249803.1;AAG04501.1	NP_249803.1;AAG04501.1		
6.42628	6.35838	5.79514	6.10921	6.27444	6.5719	6.74703	6.48549	6.04747	6.75256	6.19939	6.79864	6.86328	6.43382	6.26162			NP_249804.1;AAG04502.1	NP_249804.1;AAG04502.1		
6.39422	6.02006	6.85659	6.62911	6.54921	6.53741	5.99685	6.65548	6.51492	6.87015	6.18776	6.4867	6.38185	6.35035	6.55518			NP_249805.1;AAG04503.1	NP_249805.1;AAG04503.1		
6.59211	6.16704	6.48426	6.46362	6.79381	6.5673	6.56442	6.60915	6.65734	6.40077	6.59103	6.48821	6.73383	6.83654	6.43737			NP_249807.1;AAG04505.1	NP_249807.1;AAG04505.1		
6.33205	6.6169	6.34081	6.85871	6.82218	6.97281	6.73816	6.70497	6.77621	6.9308	6.90629	6.88634	7.0221	7.03334	6.95502			NP_249808.1;AAG04506.1	NP_249808.1;AAG04506.1		
7.80284	7.66597	7.93816	8.43451	8.40477	8.46165	8.13123	8.25438	8.16903	8.17757	8.29447	8.3498	7.35236	7.42951	7.67336			NP_249810.1;AAG04508.1	NP_249810.1;AAG04508.1		
6.53422	6.23585	6.53108	6.58176	6.68201	6.38485	6.75426	6.63637	6.72869	6.50879	6.93169	6.73529	6.49241	6.53254	6.64806			NP_249811.1;AAG04509.1	NP_249811.1;AAG04509.1		
7.28495	7.30655	7.3374	6.88008	6.85752	7.03515	6.94626	6.91076	7.00886	7.01102	7.07375	6.98985	7.48835	7.45028	7.16486			NP_249812.1;AAG04510.1	NP_249812.1;AAG04510.1		
7.5912	7.60685	7.60377	7.63387	7.67032	7.7542	7.58314	7.66471	7.60107	7.49969	7.53772	7.70576	6.57274	7.38564	7.60697			NP_249813.1;AAG04511.1	NP_249813.1;AAG04511.1		
7.70749	7.63202	7.7849	7.71235	7.69191	7.75433	7.71626	7.51509	7.6024	7.71075	7.85089	7.76463	7.96905	7.79594	7.77095			NP_249814.1;AAG04512.1	NP_249814.1;AAG04512.1		
6.83094	6.9423	7.22165	7.81665	7.77092	7.91761	7.74918	7.6526	7.62784	7.46126	7.16643	7.11371	7.04293	7.41187	7.48101			NP_249815.1;AAG04513.1	NP_249815.1;AAG04513.1		
7.13001	6.97167	7.14666	6.68033	6.95544	6.7568	6.71559	7.13149	6.9074	7.24832	7.27793	7.3996	7.30081	7.17138	7.03137			NP_249816.1;AAG04514.1	NP_249816.1;AAG04514.1		
8.6012	8.62827	8.59346	8.53399	8.48316	8.54969	8.45329	8.48799	8.52257	8.5519	8.60037	8.60429	8.52808	8.60666	8.62349			NP_249818.1;AAG04516.1	NP_249818.1;AAG04516.1		
7.11531	7.01439	7.03802	6.88354	7.11471	6.82593	7.22175	7.12814	7.02764	6.88858	6.49507	6.69707	6.79553	6.55805	6.81213			NP_249821.1;AAG04519.1	NP_249821.1;AAG04519.1		
6.61724	6.76641	6.6174	6.52823	6.4733	6.71905	6.49306	6.34561	6.74948	5.93029	5.85071	6.34259	6.89283	6.68293	6.53147			NP_249822.1;AAG04520.1	NP_249822.1;AAG04520.1		
8.69431	8.75115	8.70361	8.56637	8.58736	8.66257	8.54823	8.56487	8.51611	8.48669	8.58628	8.63122	8.58964	8.56725	8.5558			NP_249826.1;AAG04524.1	NP_249826.1;AAG04524.1		
6.43422	6.55647	6.49943	6.59777	6.52009	6.35213	6.61082	6.4826	6.56489	6.58615	6.58427	6.48513	6.93346	6.67703	6.51585			NP_249827.1;AAG04525.1	NP_249827.1;AAG04525.1		
7.56473	7.5967	7.5781	7.62998	7.37468	7.41737	7.30767	7.27859	7.45449	7.33658	7.63838	5.98356	7.80015	7.75152	7.87055			NP_249828.1;AAG04526.1	NP_249828.1;AAG04526.1		
7.18027	7.16158	7.11843	7.3934	7.39717	7.5333	7.17814	7.28287	7.21893	7.18608	7.30662	7.34321	7.34514	7.28834	7.35643			NP_249830.1;AAG04528.1	NP_249830.1;AAG04528.1		
7.25928	7.33363	7.08824	7.80371	7.63499	7.78863	7.50568	7.57116	7.62197	7.63298	7.80967	7.84524	7.62573	7.68567	7.69684			NP_249831.1;AAG04529.1	NP_249831.1;AAG04529.1		
6.65625	6.77467	6.63226	6.39963	6.52856	6.47207	6.37356	6.4558	6.78892	6.47688	6.57587	6.42768	6.61801	6.35001	6.36649			NP_249832.1;AAG04530.1	NP_249832.1;AAG04530.1		
6.68154	6.24123	6.36202	6.65597	6.67089	6.68168	6.58919	6.5576	6.60587	6.56313	6.6097	6.6446	6.65494	6.77143	6.54865			NP_249840.1;AAG04538.1	NP_249840.1;AAG04538.1		
6.10805	6.29133	6.31531	6.40358	6.82427	6.33051	6.48671	6.60721	6.20752	6.59746	6.32033	6.84021	6.36206	6.4686	6.59723			NP_249841.1;AAG04539.1	NP_249841.1;AAG04539.1		
8.06554	8.05026	8.02975	8.72925	8.70767	8.75241	8.5313	8.48417	8.48077	8.47567	8.6508	8.66826	8.56582	8.45912	8.46535			NP_249842.1;AAG04540.1	NP_249842.1;AAG04540.1		
8.22308	8.19404	8.2303	8.0337	8.07144	8.04618	8.09844	8.0582	8.04119	8.17754	8.22796	8.34078	7.66476	8.01182	7.95768			NP_249846.1;AAG04544.1	NP_249846.1;AAG04544.1		
8.54633	8.47273	8.46623	8.73198	8.7295	8.5858	8.89482	8.85617	8.83783	8.8489	8.69714	8.66691	8.24868	8.68582	8.7254			NP_249847.1;AAG04545.1	NP_249847.1;AAG04545.1		
6.9424	6.95817	6.82499	7.06179	7.09033	7.19173	6.59574	6.68897	6.55422	7.08679	7.31833	7.13383	6.95006	6.94019	6.8472			NP_249848.1;AAG04546.1	NP_249848.1;AAG04546.1		
6.5302	6.47543	6.82219	6.36698	6.30225	6.5463	6.50098	6.79141	6.04988	6.27086	6.90658	6.19858	5.72875	6.30993	6.67766			NP_249849.1;AAG04547.1	NP_249849.1;AAG04547.1		
9.00689	9.04999	9.00834	8.83123	8.76585	8.83267	8.55776	8.56917	8.5973	8.73546	9.0128	9.01136	9.19761	8.97301	8.97341			NP_249850.1;AAG04548.1	NP_249850.1;AAG04548.1		
7.23649	7.25438	7.3928	7.49692	7.43819	7.45803	7.33421	7.26595	7.28106	7.33405	7.41074	7.55598	7.49407	7.54388	7.58902			NP_249851.1;AAG04549.1	NP_249851.1;AAG04549.1		
6.69401	6.34098	6.48686	6.44959	6.19037	6.38693	6.41898	6.73452	6.39505	6.5292	6.5335	6.7136	6.68756	6.65751	6.6114			NP_249852.1;AAG04550.1	NP_249852.1;AAG04550.1		
7.19948	7.10595	7.20572	7.41405	7.37247	7.44838	7.17728	7.22932	7.32611	7.39936	7.48784	7.57756	7.36361	7.39264	7.44493			NP_249853.1;AAG04551.1	NP_249853.1;AAG04551.1		
6.84671	6.41182	6.94478	6.65215	6.612	6.74977	6.62417	6.75133	6.68797	6.73585	6.5445	6.58587	7.2242	7.17272	7.08037			NP_249855.1;AAG04553.1	NP_249855.1;AAG04553.1		
6.29347	6.63344	6.50455	6.74904	6.74474	6.33653	6.7851	6.77201	6.8345	6.71035	6.78528	6.84747	6.59302	6.74066	6.65649			NP_249856.1;AAG04554.1	NP_249856.1;AAG04554.1		
8.15531	8.23629	8.10322	8.42589	8.41875	8.53648	8.2624	8.17673	8.21392	8.38052	8.51501	8.41507	8.52618	8.39289	8.33915			NP_249857.1;AAG04555.1	NP_249857.1;AAG04555.1		
7.93206	7.85055	7.86479	8.0812	8.0929	8.10315	8.00617	8.00527	8.00954	7.97563	8.10037	8.08052	8.13242	8.08037	8.09823			NP_249862.1;AAG04560.1	NP_249862.1;AAG04560.1		
6.46296	6.59757	6.38994	7.96692	8.02169	7.99716	7.86585	7.92398	7.88741	7.74975	7.97166	7.95324	7.76609	7.52538	7.50869			NP_249864.1;AAG04562.1	NP_249864.1;AAG04562.1		
8.6677	8.68389	8.63707	8.90679	8.93108	8.99658	8.83826	8.80048	8.81397	8.81048	8.99032	8.93739	8.554	8.70068	8.74221			NP_249865.1;AAG04563.1	NP_249865.1;AAG04563.1		
6.01517	6.4565	6.29644	6.8992	6.84741	6.90326	6.78627	6.78201	6.70999	6.82069	6.67818	6.95231	6.57715	6.91987	6.86586			NP_249866.1;AAG04564.1	NP_249866.1;AAG04564.1		
6.39585	6.47163	6.21404	6.83432	6.65587	6.70544	6.57566	6.64575	6.62173	6.47384	6.72	6.62926	6.77933	6.65614	6.6865			NP_249867.1;AAG04565.1	NP_249867.1;AAG04565.1		
9.3442	9.3553	9.35892	7.96082	7.89295	7.81815	8.33872	8.20363	8.12424	9.01305	8.84025	9.06948	8.82785	8.89646	8.91888			NP_249869.1;AAG04567.1	NP_249869.1;AAG04567.1		
8.86897	8.87616	8.87374	8.81313	8.80548	8.85038	8.78371	8.69247	8.73748	8.79323	8.79512	8.84333	8.80959	8.94012	8.8681			NP_249870.1;AAG04568.1	NP_249870.1;AAG04568.1		
5.83645	7.50203	6.90183	7.48612	7.53334	7.54378	7.60169	7.60906	7.65106	7.5338	7.22256	7.0849	6.334	6.96988	7.16029			NP_249871.1;AAG04569.1	NP_249871.1;AAG04569.1		
6.73867	6.33481	6.29638	6.81363	6.99935	6.98022	6.9347	7.09437	6.69539	7.07965	6.56345	6.20571	6.69815	6.92453	7.04673			NP_249872.1;AAG04570.1	NP_249872.1;AAG04570.1		
6.93104	6.70666	6.75528	7.03846	7.13024	7.17493	6.90755	7.03918	7.00805	6.996	7.13434	7.08941	7.19756	7.0271	6.95115			NP_249879.1;AAG04577.1	NP_249879.1;AAG04577.1		
6.46246	6.01322	6.5341	6.26354	6.37701	6.40509	6.41624	6.49938	6.45388	6.46036	6.56138	6.4546	6.3128	6.43775	6.42731			NP_249882.1;AAG04580.1	NP_249882.1;AAG04580.1		
7.41467	7.49965	7.34512	7.2966	7.36403	7.33969	7.45125	7.45171	7.39853	7.42604	7.3811	7.47292	7.45323	7.38982	7.41034			NP_249883.1;AAG04581.1	NP_249883.1;AAG04581.1		
6.65948	6.55012	6.33559	6.94659	6.87801	6.94312	6.9339	7.01115	6.91491	6.64453	6.7145	6.90209	7.26524	6.23063	6.79966			NP_249884.1;AAG04582.1	NP_249884.1;AAG04582.1		
7.32533	7.28477	7.24993	7.03189	6.95081	6.93007	7.02251	7.08625	6.96785	7.07405	7.18378	7.13488	7.09729	7.00971	7.04088			NP_249886.1;AAG04584.1	NP_249886.1;AAG04584.1		
7.32274	7.30563	7.37608	7.27256	7.22541	7.42257	7.04458	7.14389	7.15851	7.14687	7.19626	7.25703	7.28094	7.11394	6.99634			NP_249888.1;AAG04586.1	NP_249888.1;AAG04586.1		
6.56776	6.24502	6.27777	6.64657	6.99006	6.52164	6.35678	6.46884	6.50764	6.15966	6.45633	6.26809	6.19208	6.56394	6.33815			NP_249889.1;AAG04587.1	NP_249889.1;AAG04587.1		
7.5055	7.47056	7.57484	7.43019	7.38473	7.4595	7.46006	7.41676	7.45394	7.3958	7.64683	7.63872	7.79356	7.55277	7.52827			NP_249891.1;AAG04589.1	NP_249891.1;AAG04589.1		
6.58879	6.3452	6.54854	6.46742	6.57976	6.58144	6.51674	6.5092	6.54672	6.78511	6.2437	6.1865	6.92547	6.22206	6.52986			NP_249892.1;AAG04590.1;NP_251122.1;AAG05820.1	NP_249892.1;AAG04590.1		
8.41375	8.38448	8.33502	7.89629	7.90831	8.12512	7.4098	7.1648	7.00928	8.2522	8.1687	8.30576	7.98689	8.2671	8.36676			NP_249893.1;AAG04591.1	NP_249893.1;AAG04591.1		
7.90432	7.90174	8.00264	7.89429	7.89728	7.94171	7.52131	7.7474	7.68371	7.66915	7.95731	7.86226	8.07265	7.83567	7.82936			NP_249894.1;AAG04592.1	NP_249894.1;AAG04592.1		
7.72452	7.82754	7.7003	7.81421	7.77564	7.74678	7.68494	7.74256	7.69959	7.73218	7.76288	7.77786	7.88515	7.88626	7.8819			NP_249895.1;AAG04593.1;1X77;1RTT	NP_249895.1;AAG04593.1;1X77;1RTT		
7.17843	7.26098	7.18997	7.52188	7.58715	7.57423	7.47509	7.53223	7.41557	7.41971	7.53988	7.66995	7.54801	7.53462	7.56738			NP_249896.1;AAG04594.1	NP_249896.1;AAG04594.1		
7.54335	7.67356	7.66361	7.58017	7.47883	7.57731	7.568	7.50911	7.58851	7.56	7.70739	7.6819	7.82377	7.86095	7.7509			NP_249897.1;AAG04595.1	NP_249897.1;AAG04595.1		
6.51318	6.58462	6.29105	6.54494	6.56399	6.30274	6.55023	6.59383	6.58813	6.63058	6.52664	6.36376	6.62738	6.06912	6.37408			NP_249898.1;AAG04596.1	NP_249898.1;AAG04596.1		
6.63489	6.37786	6.45081	6.786	6.81269	6.75343	6.66039	6.66331	6.78947	6.83079	7.0425	6.91557	6.93642	6.88316	6.69516			NP_249901.1;AAG04599.1	NP_249901.1;AAG04599.1		
7.72585	7.89666	7.53631	7.79833	7.69958	7.58186	7.8337	7.84469	7.87998	7.89093	7.87853	8.00578	8.07751	7.96841	7.97983			NP_249907.1;AAG04605.1	NP_249907.1;AAG04605.1		
6.41785	5.93409	6.39987	6.2394	6.53928	6.76926	6.92945	6.37126	6.32843	6.39361	6.61576	6.57318	6.59628	6.52843	6.29322			NP_249909.1;AAG04607.1	NP_249909.1;AAG04607.1		
6.43644	6.35375	6.47422	7.31704	7.31658	7.41464	7.2885	7.26862	7.27855	7.16696	7.18021	7.31105	6.29025	7.01753	6.9587			NP_249913.1;AAG04611.1	NP_249913.1;AAG04611.1		
6.24424	6.05445	6.40435	6.99664	6.36927	7.06584	6.34896	6.63705	6.70468	6.03371	6.37384	6.84005	6.0535	6.51119	6.41577			NP_249916.1;AAG04614.1	NP_249916.1;AAG04614.1		
6.71248	6.94169	6.77919	6.94826	6.86716	6.95224	6.80136	6.63006	6.89286	6.74005	6.72145	6.90349	7.02735	6.80203	6.63331			NP_249917.1;AAG04615.1	NP_249917.1;AAG04615.1		
6.3746	6.93202	6.54093	6.40181	6.42586	6.49495	6.24736	6.13867	6.41501	6.713	6.34795	6.40502	6.48117	6.63811	6.32595			NP_249919.1;AAG04617.1	NP_249919.1;AAG04617.1		
7.62523	8.01191	7.63814	7.31593	7.03683	7.2062	7.21109	7.1978	7.36922	6.83803	6.98451	7.13799	7.50603	7.8121	7.84694			NP_249925.1;AAG04623.1	NP_249925.1;AAG04623.1		
6.89687	6.41777	6.6886	6.90505	6.56387	6.01095	6.8695	6.49426	6.91982	6.94462	6.99516	7.17967	6.61864	6.9445	6.97888			NP_249931.1;AAG04629.1;3LAO	NP_249931.1;AAG04629.1;3LAO		
6.74327	6.39634	6.25145	6.07749	6.83246	6.35878	6.19761	6.16095	6.42839	6.14206	6.68945	6.7198	6.56776	6.66123	6.69681			NP_249932.1;AAG04630.1	NP_249932.1;AAG04630.1		
6.54151	6.5113	6.38034	6.19142	6.94785	6.37836	7.25804	7.06412	6.98427	6.77581	6.59091	6.60413	6.67825	6.85954	6.89652			NP_249934.1;AAG04632.1	NP_249934.1;AAG04632.1		
8.50448	8.53735	8.47427	8.47632	8.44852	8.38362	8.28807	8.20526	8.20382	8.33441	8.46274	8.41212	8.60449	8.34676	8.26522			NP_249935.1;AAG04633.1	NP_249935.1;AAG04633.1		
6.53626	6.65955	6.43078	6.64464	6.62028	6.54753	6.88991	7.01519	6.99451	6.75512	6.21382	6.26524	6.60788	6.5791	6.57401			NP_249937.1;AAG04635.1	NP_249937.1;AAG04635.1		
6.69632	6.35836	6.532	6.1403	6.29704	6.20564	6.12004	6.01982	6.33184	6.21896	6.35229	6.45019	6.66487	6.39501	6.04976			NP_249939.1;AAG04637.1	NP_249939.1;AAG04637.1		
7.76696	7.81385	7.81117	7.48918	7.62222	7.60796	7.52845	7.52609	7.52415	7.54048	7.58626	7.59716	7.50312	7.75387	7.67825			NP_249941.1;AAG04639.1	NP_249941.1;AAG04639.1		
6.34633	6.60355	6.45892	6.41311	6.72023	5.9577	6.4402	5.96566	6.74482	6.57386	6.7871	6.4246	6.40492	6.59793	6.20618			NP_249942.1;AAG04640.1	NP_249942.1;AAG04640.1		
6.78843	6.1938	6.78095	6.89487	6.82314	6.70588	7.06811	7.16277	7.11807	7.0182	7.03387	7.05138	7.1211	7.05945	7.09174			NP_249943.1;AAG04641.1	NP_249943.1;AAG04641.1		
6.20597	6.39796	6.70595	8.76655	6.57175	8.83289	6.56772	6.37447	6.47987	6.23709	6.44937	6.31154	6.15197	6.72487	6.57791			NP_249955.1;AAG04653.1	NP_249955.1;AAG04653.1		
6.05103	6.59771	6.62255	6.71558	6.66072	6.63445	6.60194	6.61924	6.76822	6.87085	6.83157	7.07795	7.05732	6.88844	6.84878			NP_249960.1;AAG04658.1	NP_249960.1;AAG04658.1		
7.65505	7.72259	7.70735	7.69275	7.74926	7.87443	7.60938	7.64443	7.54646	7.4891	7.8366	7.65163	8.03306	7.85786	7.82918			NP_249963.1;AAG04661.1	NP_249963.1;AAG04661.1		
7.02395	6.93278	6.97694	7.03403	7.02024	6.94123	7.00587	6.89607	6.93245	7.03635	7.14151	7.30918	7.359	7.30494	7.23992			NP_249974.1;AAG04672.1	NP_249974.1;AAG04672.1		
6.95575	6.42061	6.58448	6.69819	6.41647	7.06558	6.44425	6.56282	6.49988	6.32278	6.64746	6.44627	6.69701	6.59739	6.9129			NP_249976.1;AAG04674.1	NP_249976.1;AAG04674.1		
8.27226	8.33072	8.31332	8.20704	8.34161	8.36925	8.27563	8.29201	8.33185	8.24522	8.35759	8.38385	8.53006	8.44713	8.36719			NP_249978.1;AAG04676.1	NP_249978.1;AAG04676.1		
7.69452	7.60111	7.66571	6.64676	6.298	6.27302	6.36523	6.2106	6.38306	7.05755	7.16376	7.20927	7.73745	7.39143	7.20542			NP_249979.1;AAG04677.1	NP_249979.1;AAG04677.1		
8.33112	8.39914	8.35238	8.26057	8.23722	8.29805	8.33143	8.32915	8.31444	8.31254	8.49093	8.40697	8.48343	8.53101	8.5192			NP_249983.1;AAG04681.1	NP_249983.1;AAG04681.1		
6.85946	6.68599	6.81902	7.2104	7.14026	7.20547	7.09198	7.20303	7.09975	7.24306	7.35589	7.27685	6.75043	6.58485	6.65534			NP_249984.1;AAG04682.1	NP_249984.1;AAG04682.1		
7.4384	7.27386	7.20561	7.19332	7.23779	7.3275	7.40603	7.3616	7.47067	7.40389	7.69532	7.61643	7.28371	7.24366	7.35182			NP_249985.1;AAG04683.1	NP_249985.1;AAG04683.1		
6.64408	6.55291	6.35822	6.59348	6.49567	6.24847	6.77634	6.42847	6.6269	6.80917	6.76432	6.86685	6.55796	7.19072	7.23754			NP_249986.1;AAG04684.1	NP_249986.1;AAG04684.1		
6.44413	6.3442	6.84816	6.34752	6.61431	6.38272	6.75295	6.46885	6.50725	6.7313	6.62254	6.68295	6.81546	6.58357	6.54048			NP_249987.1;AAG04685.1	NP_249987.1;AAG04685.1		
6.85456	6.82308	6.76236	6.90921	6.99155	7.06032	6.69777	6.65956	6.67403	6.76787	6.98735	6.76263	6.94441	6.73985	6.80458			NP_249989.1;AAG04687.1	NP_249989.1;AAG04687.1		
6.20262	6.01466	6.33956	6.76102	6.49181	6.15015	6.48338	6.68103	6.2742	6.16483	6.57046	6.33427	6.76969	6.30728	6.1197			NP_249990.1;AAG04688.1	NP_249990.1;AAG04688.1		
6.26031	6.47971	6.49353	6.37201	6.67463	6.22186	6.48478	6.30823	6.42174	6.33596	6.19043	6.5966	6.42358	6.27664	6.42061			NP_249992.1;AAG04690.1	NP_249992.1;AAG04690.1		
6.19338	6.43562	6.41184	7.35212	7.25559	7.11237	7.56431	7.53406	7.49531	7.63752	7.77418	7.77435	7.0177	7.33748	7.44141			NP_249995.1;AAG04693.1	NP_249995.1;AAG04693.1		
6.41736	6.44757	6.29426	6.431	6.62195	6.28531	6.57723	6.32385	6.93092	6.37295	6.60438	6.21181	6.51976	6.58075	6.2886			NP_249996.1;AAG04694.1	NP_249996.1;AAG04694.1		
6.71161	6.41664	6.45434	6.84377	6.78741	6.18388	6.86054	6.94739	6.91146	6.8903	6.88718	7.04883	6.95453	6.87308	6.80254			NP_250001.1;AAG04699.1	NP_250001.1;AAG04699.1		
6.4275	6.53617	6.5458	6.5884	6.6113	6.55718	6.36888	6.45675	6.56617	6.66007	6.67261	6.66264	6.64469	6.54007	6.44171			NP_250002.1;AAG04700.1	NP_250002.1;AAG04700.1		
7.36767	7.16539	7.63864	7.40739	7.40564	7.41322	7.1209	7.18449	7.17788	7.315	7.25503	7.32508	7.44908	7.15682	7.27841			NP_250006.1;AAG04704.1	NP_250006.1;AAG04704.1		
8.4057	8.32506	8.92081	7.89084	7.41446	7.73777	8.37024	8.33712	8.04689	6.36075	6.42136	6.41822	7.47311	8.77566	8.4957			NP_250014.1;AAG04712.1	NP_250014.1;AAG04712.1		
7.68614	7.83569	7.59797	8.28726	8.33598	8.37497	8.18679	8.23492	8.15366	8.276	8.48164	8.37343	7.4577	7.67821	7.6901			NP_250015.1;AAG04713.1	NP_250015.1;AAG04713.1		
8.03306	7.78844	7.7785	7.83227	7.85233	7.66282	8.10537	7.98702	8.01682	7.81347	7.5015	7.32358	7.16761	7.67793	7.72286			NP_250018.1;AAG04716.1	NP_250018.1;AAG04716.1		
7.30274	7.1522	7.29486	7.14857	7.17716	7.18896	7.2292	7.31777	7.24883	7.42392	7.34492	7.41929	7.64584	7.42685	7.34932			NP_250021.1;AAG04719.1	NP_250021.1;AAG04719.1		
6.49483	5.90863	5.58988	6.70365	6.64904	6.63428	6.71268	6.70619	6.69021	5.99601	6.32	6.07967	6.8413	6.81505	6.81883			NP_250026.1;AAG04724.1	NP_250026.1;AAG04724.1		
8.86451	9.0577	9.0472	9.00359	8.99833	9.06755	8.91892	8.98802	8.97921	8.95865	9.08711	9.09899	9.17269	9.10168	9.05675			NP_250028.1;AAG04726.1	NP_250028.1;AAG04726.1		
8.00406	8.12231	8.09022	8.11008	8.20014	8.24864	7.88519	7.90836	7.93981	8.01	8.15146	8.15649	8.26041	8.19479	8.15494			NP_250029.1;AAG04727.1	NP_250029.1;AAG04727.1		
