LFQ intensity Gua_1	LFQ intensity Gua_2	LFQ intensity Gua_3	LFQ intensity RG/SDC_1	LFQ intensity RG/SDC_2	LFQ intensity RG/SDC_3	LFQ intensity RG_1	LFQ intensity RG_2	LFQ intensity RG_3	LFQ intensity SDC_1	LFQ intensity SDC_2	LFQ intensity SDC_3	LFQ intensity Urea_1	LFQ intensity Urea_2	LFQ intensity Urea_3	Only identified by site	Reverse	Protein IDs	Majority protein IDs	Protein names	Gene names
6.10712	6.43739	6.23094	6.53288	6.49864	6.51628	6.7164	6.50114	6.71925	6.54212	6.55607	6.38878	6.21192	5.77845	6.20989			NP_251891.1;AAG06589.1	NP_251891.1;AAG06589.1		
8.19365	8.17981	8.35985	8.0406	8.05227	8.03767	7.641	7.84292	7.66142	7.97381	7.99278	8.01068	8.33407	7.9834	7.97062			NP_251892.1;AAG06590.1	NP_251892.1;AAG06590.1		
7.1417	6.77534	6.23857	7.01481	7.27124	7.40785	7.08408	7.109	6.82684	7.21979	7.37519	7.2132	6.72	6.63762	6.83926			NP_251893.1;AAG06591.1	NP_251893.1;AAG06591.1		
7.07904	7.11257	7.29097	7.13004	7.02588	7.14383	6.92102	6.99348	6.84788	6.87518	7.10202	7.28919	7.41616	7.33534	7.17716			NP_251894.1;AAG06592.1	NP_251894.1;AAG06592.1		
7.46037	7.1805	7.27471	7.58771	7.54501	7.77704	7.20701	7.26498	7.23053	7.38528	7.41502	7.44657	7.95835	7.67044	7.60702			NP_251895.1;AAG06593.1	NP_251895.1;AAG06593.1		
8.14245	8.19989	8.2682	8.22758	8.26757	8.30895	8.10462	8.16761	8.17108	8.2011	8.30348	8.28416	8.24015	8.23315	8.1898			NP_251898.1;AAG06596.1	NP_251898.1;AAG06596.1		
6.31498	6.76768	6.22947	6.82578	6.9119	6.88392	6.93072	6.87919	6.90486	6.87768	6.87599	6.82418	6.45942	6.27949	6.31931			NP_251901.1;AAG06599.1	NP_251901.1;AAG06599.1		
6.96211	6.88566	6.96098	7.12943	7.08782	7.16277	7.19363	7.10041	7.14095	7.14817	7.06922	7.06393	7.35612	7.42745	7.35604			NP_251902.1;AAG06600.1	NP_251902.1;AAG06600.1		
6.46677	6.61339	6.279	7.5187	7.50028	7.44182	7.3827	7.50928	7.2282	7.31425	7.28881	7.32591	6.27392	6.81653	6.7719			NP_251903.1;AAG06601.1	NP_251903.1;AAG06601.1		
7.64883	7.71303	7.59911	8.00907	7.78262	8.03687	7.87585	7.7302	7.93036	7.78768	7.97715	8.09747	7.001	7.18101	7.23454			NP_251904.1;AAG06602.1	NP_251904.1;AAG06602.1		
7.8718	7.70081	7.83656	7.2975	7.3462	7.22321	7.58193	7.46844	7.54153	7.80236	7.71786	7.65618	7.9199	7.76202	7.75779			NP_251911.1;AAG06609.1	NP_251911.1;AAG06609.1		
7.27591	7.26136	7.18949	7.19273	7.15782	7.22407	6.68932	6.52616	7.12769	6.36371	7.30593	7.31014	7.41209	7.17733	7.13742			NP_251914.1;AAG06612.1	NP_251914.1;AAG06612.1		
8.43634	8.38155	8.43927	8.159	8.14007	8.15978	8.23175	8.22417	8.23295	8.04179	7.93456	7.86643	8.46327	8.39169	8.4181			NP_251915.1;AAG06613.1	NP_251915.1;AAG06613.1		
6.5214	6.90668	6.37465	7.18187	7.05873	7.10075	7.28601	7.22144	7.30077	7.15284	7.09847	6.98068	7.01026	6.89927	6.93631			NP_251916.1;AAG06614.1	NP_251916.1;AAG06614.1		
8.31733	8.30042	8.37541	8.11438	8.17676	8.31389	8.05987	8.05285	8.10738	8.07722	8.20287	8.11618	8.41562	8.44582	8.45165			NP_251917.1;AAG06615.1	NP_251917.1;AAG06615.1		
6.59745	6.79462	6.79172	7.15146	7.19698	6.89822	7.28764	7.28112	7.40372	7.17589	6.68343	6.8597	7.2885	6.74688	7.03423			NP_251918.1;AAG06616.1	NP_251918.1;AAG06616.1		
6.29038	6.53847	6.04578	6.73006	6.54561	6.44857	7.0423	7.00479	6.92112	6.84083	6.2329	6.57753	6.24459	6.87561	6.13674			NP_251923.1;AAG06621.1	NP_251923.1;AAG06621.1		
6.63716	6.4556	6.55772	6.52412	6.60829	6.91298	6.49974	6.65014	6.51103	6.67404	6.74306	6.5605	6.42452	6.38084	6.46482			NP_251925.1;AAG06623.1	NP_251925.1;AAG06623.1		
6.60012	7.26788	6.6294	7.2633	7.29374	7.25122	7.24209	7.07994	7.11019	6.98981	7.05457	7.10223	7.22497	7.18879	7.20445			NP_251926.1;AAG06624.1	NP_251926.1;AAG06624.1		
7.2465	7.30255	7.35461	7.39531	7.38252	7.49743	7.465	7.42025	7.41044	7.37778	7.53786	7.55314	7.5432	7.61049	7.55817			NP_251930.1;AAG06628.1	NP_251930.1;AAG06628.1		
6.53907	6.60824	6.09368	6.61637	6.53002	6.46734	6.72043	6.69728	6.91192	6.54992	6.70495	6.6726	6.27921	6.52555	6.53025			NP_251931.1;AAG06629.1	NP_251931.1;AAG06629.1		
7.97534	7.99869	8.08945	7.60493	7.60802	7.5904	7.71263	7.71057	7.82162	7.8807	7.68252	7.72518	8.13539	8.04984	7.97913			NP_251933.1;AAG06631.1	NP_251933.1;AAG06631.1		
8.82002	8.81828	8.80575	8.66298	8.67486	8.55924	8.68802	8.67441	8.76667	8.59652	8.73486	8.81836	9.04415	8.86625	8.82995			NP_251934.1;AAG06632.1	NP_251934.1;AAG06632.1		
8.35417	8.30315	8.21181	8.24864	8.23573	8.24837	8.12097	8.2068	8.21656	8.03467	8.17736	8.17952	8.37144	8.18704	8.24598			NP_251935.1;AAG06633.1	NP_251935.1;AAG06633.1		
6.87264	6.5083	6.71472	6.53486	6.3705	6.49841	6.43126	6.56517	6.6315	6.29053	6.72165	6.89173	6.59225	6.4003	6.54148			NP_251936.1;AAG06634.1	NP_251936.1;AAG06634.1		
7.965	8.01178	7.94653	6.57295	6.70176	6.67848	6.93561	6.64432	6.6247	6.76329	6.69824	6.75145	7.15299	7.7662	7.6502			NP_251937.1;AAG06635.1	NP_251937.1;AAG06635.1		
8.1702	8.16065	8.12988	8.47001	8.49318	8.60568	8.44281	8.37339	8.43135	8.34994	8.45186	8.43854	8.3924	8.52702	8.43215			NP_251940.1;AAG06638.1	NP_251940.1;AAG06638.1		
6.33443	6.1595	6.6543	6.04929	6.50122	6.59166	6.32208	6.50823	6.48883	6.31017	6.77627	6.2094	6.53235	6.38379	6.21237			NP_251941.1;AAG06639.1	NP_251941.1;AAG06639.1		
6.50607	6.47168	6.10175	6.35432	6.4172	6.18354	6.71401	6.55012	6.52164	6.44618	6.47691	6.40931	7.0807	6.59058	6.62473			NP_251944.1;AAG06642.1	NP_251944.1;AAG06642.1		
7.73345	7.71773	7.74725	7.45065	7.44279	7.48376	7.18244	7.57387	7.32467	7.39079	7.63829	7.71324	7.82403	7.87158	7.7064			NP_251945.1;AAG06643.1	NP_251945.1;AAG06643.1		
8.06002	8.09795	8.03028	7.89974	7.87265	7.89313	8.01013	8.03455	8.0289	8.11929	8.01115	8.16438	8.14576	8.05568	8.01662			NP_251946.1;AAG06644.1	NP_251946.1;AAG06644.1		
8.35193	8.375	8.37652	8.40753	8.3965	8.39964	8.2686	8.30863	8.30897	8.17883	8.16149	8.18273	8.38193	8.32691	8.28578			NP_251947.1;AAG06645.1	NP_251947.1;AAG06645.1		
6.16579	6.47058	6.38743	6.85071	6.57675	6.67881	6.85735	6.8992	6.80736	6.69045	6.59822	6.82264	6.71504	6.22015	6.64729			NP_251949.1;AAG06647.1	NP_251949.1;AAG06647.1		
7.20393	7.34492	7.31938	7.51647	7.60969	7.66941	7.42513	7.38591	7.35687	7.47842	7.63542	7.34624	7.32352	7.34337	7.4248			NP_251950.1;AAG06648.1	NP_251950.1;AAG06648.1		
8.19758	8.09701	8.13555	8.81568	8.90293	9.00805	8.72452	8.6591	8.66686	8.64755	8.7269	8.77803	7.93134	8.20309	8.33238			NP_251952.1;AAG06650.1	NP_251952.1;AAG06650.1		
8.20895	8.19081	8.17304	8.45274	8.41898	8.44426	8.3478	8.36192	8.3357	8.39601	8.40393	8.36376	8.58038	8.55987	8.51234			NP_251953.1;AAG06651.1	NP_251953.1;AAG06651.1		
8.00599	8.0491	8.09531	7.81278	7.76207	7.78322	7.50676	7.45451	7.47891	7.846	7.65425	7.82265	8.15676	8.0778	8.06688			NP_251956.1;AAG06654.1	NP_251956.1;AAG06654.1		
6.6871	6.50796	6.18484	6.44429	6.45437	6.58993	6.31543	6.52571	6.52925	6.12513	6.58924	6.07376	6.30818	6.73519	6.81568			NP_251957.1;AAG06655.1	NP_251957.1;AAG06655.1		
7.87033	8.02189	8.04489	8.02403	7.99907	8.10421	8.01136	7.86495	7.95473	8.008	7.99429	8.04005	8.09681	8.05515	8.02592			NP_251960.1;AAG06658.1	NP_251960.1;AAG06658.1		
5.85998	6.18628	6.44197	6.58993	6.64433	6.44012	6.79285	6.7534	6.66465	6.65535	6.24878	6.36169	6.46544	6.49216	6.43257			NP_251961.1;AAG06659.1	NP_251961.1;AAG06659.1		
7.65684	7.43786	7.4993	7.65413	7.56153	7.71245	7.28639	7.39771	7.44571	7.35091	7.66482	7.55824	7.69255	7.15603	7.35902			NP_251963.1;AAG06661.1	NP_251963.1;AAG06661.1		
6.95972	6.99068	7.05641	7.22326	7.18735	7.38068	6.98078	7.00333	6.9519	7.04696	7.22732	7.35029	6.89368	7.25166	7.31269			NP_251964.1;AAG06662.1	NP_251964.1;AAG06662.1		
6.31646	6.52265	6.62608	6.66174	6.32886	6.18131	6.71007	6.65815	6.30877	6.63258	6.48125	6.76682	7.08884	6.99971	6.90061			NP_251967.1;AAG06665.1	NP_251967.1;AAG06665.1		
8.11747	8.04281	8.0447	8.16997	8.12775	8.08192	8.35407	8.35541	8.39164	8.37186	8.4691	8.47019	8.15646	8.25993	8.25498			NP_251976.1;AAG06674.1	NP_251976.1;AAG06674.1		
6.73017	7.1183	7.0607	6.83404	6.98593	6.84156	7.01081	6.85547	6.86546	6.82179	6.91871	6.98119	7.27307	7.03571	6.98736			NP_251977.1;AAG06675.1	NP_251977.1;AAG06675.1		
6.40107	6.57352	6.37577	6.13014	6.26405	6.43805	6.38485	6.40949	6.44558	6.36656	6.25967	7.16622	6.56945	6.3473	6.60259			NP_251978.1;AAG06676.1	NP_251978.1;AAG06676.1		
6.56376	6.36597	6.65986	7.53014	7.58007	7.63488	7.25348	7.38945	7.30882	7.31401	7.47084	7.3659	6.27229	6.51234	6.42092			NP_251979.1;AAG06677.1	NP_251979.1;AAG06677.1		
8.52328	8.48779	8.46644	8.41747	8.30739	8.54012	8.30194	8.30989	8.25725	8.22149	8.4902	8.49452	8.63164	8.53411	8.48061			NP_251985.1;AAG06683.1	NP_251985.1;AAG06683.1		
7.46799	7.28097	7.31214	7.14367	7.158	6.87159	7.24087	7.26905	7.47699	7.24361	7.14348	6.57867	6.84998	7.02735	6.92551			NP_251987.1;AAG06685.1	NP_251987.1;AAG06685.1		
8.28997	8.26285	8.22175	8.13811	8.17938	7.94747	8.31838	8.30053	8.3973	8.30393	8.2953	8.26439	7.94427	8.17482	8.18344			NP_251989.1;AAG06687.1	NP_251989.1;AAG06687.1		
6.14195	6.52482	6.29133	7.09051	7.25438	6.99386	7.4711	7.48794	7.44795	7.37987	7.31921	7.31752	7.29724	6.88377	7.00307			NP_251990.1;AAG06688.1	NP_251990.1;AAG06688.1		
6.82499	7.18466	6.34336	7.36724	7.26338	7.13309	7.31071	7.35033	7.29754	7.41976	7.36195	7.56383	7.12636	7.00165	7.14974			NP_251991.1;AAG06689.1	NP_251991.1;AAG06689.1		
8.27453	8.19482	8.22368	8.62509	8.54376	8.67741	8.41842	8.30552	8.3724	8.42946	8.52949	8.51247	8.21513	8.38831	8.36303			NP_251992.1;AAG06690.1	NP_251992.1;AAG06690.1		
6.6212	6.77397	6.33738	6.89184	6.82071	6.87098	7.01258	6.82135	7.0766	6.82129	6.58049	6.33083	6.23521	6.84877	6.44354			NP_251994.1;AAG06692.1	NP_251994.1;AAG06692.1		
6.43778	6.50749	6.41895	6.43323	6.41047	6.32037	6.36167	6.4068	6.48383	6.40367	6.65776	6.44936	6.80187	6.37322	6.32263			NP_251996.1;AAG06694.1	NP_251996.1;AAG06694.1		
6.38445	6.86007	6.61358	6.27953	6.28148	6.30519	6.60643	6.61051	6.54634	6.62412	6.43232	6.3119	6.68149	6.73286	6.08167			NP_251997.1;AAG06695.1	NP_251997.1;AAG06695.1		
7.84268	7.75992	7.87997	7.87814	7.8732	7.67612	8.23335	8.10779	8.17458	8.12087	7.62794	7.40865	7.1854	7.87699	7.99648			NP_251998.1;AAG06696.1	NP_251998.1;AAG06696.1		
9.83783	9.83223	9.86605	9.61071	9.66012	9.70791	9.51017	9.55627	9.5456	9.48202	9.63375	9.63662	9.64938	9.61121	9.54576			NP_251999.1;AAG06697.1	NP_251999.1;AAG06697.1		
6.39886	6.50212	6.29788	6.83867	6.76267	6.63981	6.16295	6.44571	6.73086	6.80988	6.38367	6.52804	6.34038	6.46377	6.45846			NP_252001.1;AAG06699.1	NP_252001.1;AAG06699.1		
7.66428	7.37484	6.52392	7.74651	7.53235	7.57976	7.52863	7.55594	7.60388	7.42852	7.35793	7.47616	7.52166	7.37127	7.36931			NP_252002.1;AAG06700.1	NP_252002.1;AAG06700.1		
8.56681	8.70339	8.78428	8.73768	8.75987	8.90071	8.64343	8.59984	8.59322	8.48041	8.64182	8.71337	8.89431	8.82181	8.75181			NP_252003.1;AAG06701.1	NP_252003.1;AAG06701.1		
6.19836	6.46447	6.03109	6.44831	6.03943	6.64513	6.05432	6.54975	6.27707	6.81581	6.11742	6.59605	6.46591	6.43705	6.71691			NP_252004.1;AAG06702.1	NP_252004.1;AAG06702.1		
6.85331	6.36077	6.61508	7.22552	7.1052	7.24005	7.06322	7.03981	7.10486	7.05138	7.22515	7.31091	6.41708	6.23167	6.60713			NP_252007.1;AAG06705.1	NP_252007.1;AAG06705.1		
6.66455	6.24345	6.34377	6.70254	6.04365	6.58351	6.63187	5.92532	6.53907	6.94269	6.1646	6.45028	6.48572	6.50038	5.54014			NP_252008.1;AAG06706.1	NP_252008.1;AAG06706.1		
6.77453	6.30029	6.08073	7.12525	7.12284	7.21672	6.47068	6.49568	6.43484	7.01435	6.94336	6.99418	6.65533	6.87169	6.77613			NP_252012.1;AAG06710.1	NP_252012.1;AAG06710.1		
8.98727	8.90158	9.06243	8.90137	8.95504	8.91952	8.84431	8.84454	8.85742	8.85689	8.93066	8.85597	9.06863	9.09534	9.11408			NP_252016.1;AAG06714.1	NP_252016.1;AAG06714.1		
7.63427	7.66853	7.44621	8.16152	8.20575	7.91628	8.37681	8.4255	8.41845	8.22652	7.83824	7.47506	7.29135	8.0983	8.23623			NP_252017.1;AAG06715.1	NP_252017.1;AAG06715.1		
8.02759	7.9898	8.06922	7.80258	7.80277	7.64364	7.91226	7.85903	7.90749	7.86103	7.75752	7.74591	7.90732	7.78173	7.84982			NP_252018.1;AAG06716.1	NP_252018.1;AAG06716.1		
7.89455	7.99263	7.98527	7.86432	7.86464	7.73611	8.03475	7.96474	7.95011	8.00689	8.07853	8.03294	7.87569	7.90797	7.88162			NP_252019.1;AAG06717.1	NP_252019.1;AAG06717.1		
8.28767	8.32693	8.38934	8.23312	8.20162	8.24719	8.12943	8.08117	8.09947	8.14292	8.24934	8.22175	8.333	8.3383	8.32336			NP_252020.1;AAG06718.1	NP_252020.1;AAG06718.1		
7.75932	7.81418	7.5058	7.84345	7.81623	7.78686	7.85848	7.86141	7.80715	7.83792	7.98512	8.01986	7.55308	7.74577	7.75588			NP_252021.1;AAG06719.1	NP_252021.1;AAG06719.1		
8.23837	8.24262	8.28972	8.07288	8.23419	8.31992	8.25285	8.28366	8.28103	8.1172	8.22318	8.25244	8.53752	8.2477	8.29598			NP_252022.1;AAG06720.1;1Z1S	NP_252022.1;AAG06720.1;1Z1S		
6.46056	6.43118	6.80522	6.76632	6.79182	6.35024	6.6506	6.20501	6.488	6.7285	6.77017	7.01937	6.29773	6.03704	6.21907			NP_252024.1;AAG06722.1	NP_252024.1;AAG06722.1		
7.62839	7.75998	7.7273	7.48163	7.5244	7.47708	7.64341	7.58145	7.60024	7.44968	7.23742	7.4604	7.66724	7.52686	7.6089			NP_252027.1;AAG06725.1	NP_252027.1;AAG06725.1		
6.83899	6.89632	6.8109	6.92571	7.02837	7.20194	6.88013	6.9155	6.63555	6.86807	6.87877	6.92938	6.90682	7.10435	6.98911			NP_252028.1;AAG06726.1	NP_252028.1;AAG06726.1		
6.45387	6.46281	6.59073	6.5797	6.51163	6.46193	6.07742	6.4147	6.84542	6.58699	6.34415	7.13062	6.32905	6.35105	6.53297			NP_252029.1;AAG06727.1	NP_252029.1;AAG06727.1		
6.35365	5.97773	6.66124	7.24057	7.27843	7.2672	7.23137	7.20096	7.0975	7.34374	7.35889	7.21133	6.48424	6.85521	6.89145			NP_252030.1;AAG06728.1	NP_252030.1;AAG06728.1		
7.85403	7.65425	7.81359	8.06446	8.1784	8.20477	8.15606	8.15351	8.09374	8.22055	8.31385	8.44926	8.37016	8.26399	8.0937			NP_252031.1;AAG06729.1	NP_252031.1;AAG06729.1		
6.52579	6.29597	6.329	6.88677	6.0551	6.57869	6.90927	6.8038	6.94629	6.87988	6.2519	6.60754	6.5004	6.75005	6.82508			NP_252032.1;AAG06730.1	NP_252032.1;AAG06730.1		
6.69343	6.77696	6.71877	6.93487	6.95387	6.89101	7.17476	7.14734	7.28693	7.16203	6.82235	6.76756	6.19082	6.94195	6.98596			NP_252034.1;AAG06732.1	NP_252034.1;AAG06732.1		
6.88393	6.71703	6.80477	6.84613	6.82342	6.90099	6.7143	6.71609	6.76759	6.68299	6.93939	6.99288	7.22355	6.91642	6.89863			NP_252035.1;AAG06733.1	NP_252035.1;AAG06733.1		
6.78537	6.71327	6.69461	7.06971	6.89922	6.81179	7.42354	7.32814	7.4115	7.0677	6.76357	6.48925	6.89287	7.13802	7.10058			NP_252036.1;AAG06734.1	NP_252036.1;AAG06734.1		
8.64865	8.6615	8.65508	8.60972	8.5563	8.53852	8.43033	8.50469	8.46247	8.43949	8.61529	8.61782	8.69394	8.66458	8.57803			NP_252037.1;AAG06735.1	NP_252037.1;AAG06735.1		
7.74468	7.74196	7.72762	7.75686	7.70799	7.59268	7.90837	7.96314	7.98018	7.74292	7.70225	7.62246	8.07262	7.85095	7.87449			NP_252038.1;AAG06736.1	NP_252038.1;AAG06736.1		
8.67687	8.65789	8.66811	8.54022	8.48172	8.36521	8.68587	8.67982	8.65432	8.52433	8.16711	7.9987	8.95584	8.74624	8.71365			NP_252039.1;AAG06737.1	NP_252039.1;AAG06737.1		
6.59104	6.36948	6.66224	6.71841	6.37521	6.77659	6.6533	6.58121	6.72022	6.44872	6.59121	6.61524	6.29833	6.67867	6.75			NP_252040.1;AAG06738.1	NP_252040.1;AAG06738.1		
8.04139	8.18435	8.31921	8.15229	8.09314	8.233	7.79495	7.79304	7.75606	7.80343	7.92917	8.11568	8.18236	7.92558	7.99827			NP_252041.1;AAG06739.1	NP_252041.1;AAG06739.1		
7.31735	7.3379	7.37856	7.63462	7.60321	7.71576	7.41338	7.47189	7.44081	7.55044	7.68237	7.65077	7.72573	7.65704	7.63539			NP_252042.1;AAG06740.1	NP_252042.1;AAG06740.1		
7.74539	7.81649	7.86953	7.66669	7.70615	7.39589	7.85806	7.81106	7.75805	7.73752	8.04976	8.01275	8.19992	8.02621	8.05457			NP_252043.1;AAG06741.1	NP_252043.1;AAG06741.1		
7.1949	7.23613	7.17284	7.2994	7.31347	7.39499	7.39898	7.33768	7.3308	7.36095	7.3371	7.49198	7.73485	7.46587	7.41017			NP_252044.1;AAG06742.1	NP_252044.1;AAG06742.1		
7.81961	7.8946	7.98866	7.88064	7.96543	8.00894	8.07693	8.08739	8.10199	8.1272	8.00509	7.98551	7.9971	8.02193	8.12199			NP_252046.1;AAG06744.1	NP_252046.1;AAG06744.1		
6.91829	7.04813	7.00182	7.56744	7.6873	7.51763	7.74482	7.74761	7.49413	7.71198	7.84301	7.95415	7.85944	7.64516	7.66058			NP_252047.1;AAG06745.1	NP_252047.1;AAG06745.1		
6.76433	6.34652	6.54319	6.57699	6.70332	8.0333	8.01941	7.8323	6.53327	6.69615	6.62884	8.15887	8.53195	8.52067	8.458			NP_252051.1;AAG06749.1	NP_252051.1;AAG06749.1		
7.70237	7.61268	7.4759	7.14987	7.08189	7.38196	7.36771	7.46847	7.46364	7.53728	7.55335	7.52724	7.82751	7.6425	7.68519			NP_252053.1;AAG06751.1	NP_252053.1;AAG06751.1		
7.81691	7.97783	7.7609	8.33947	8.26745	8.41711	8.14136	8.16717	8.12339	8.00195	8.18472	8.17742	8.28529	8.14183	8.10894			NP_252054.1;AAG06752.1	NP_252054.1;AAG06752.1		
7.63979	7.5951	7.48372	7.71392	7.79072	7.74097	7.92668	7.9711	7.93967	7.80784	7.49161	7.16539	7.67416	7.82316	7.88096			NP_252055.1;AAG06753.1	NP_252055.1;AAG06753.1		
8.5804	8.59766	8.60818	9.01191	9.00642	9.07954	8.83474	8.78864	8.87619	8.86422	9.04548	8.99481	8.59252	8.7281	8.80865			NP_252056.1;AAG06754.1	NP_252056.1;AAG06754.1		
7.18549	7.09349	7.12995	7.49383	7.49283	7.51953	7.19061	7.21696	7.27335	7.25823	7.61023	7.50236	7.64968	7.50028	7.46827			NP_252075.1;AAG06773.1	NP_252075.1;AAG06773.1		
8.30322	8.4924	8.4869	8.69717	8.68614	8.77138	8.53695	8.46842	8.50943	8.56303	8.67646	8.75527	8.1245	8.30209	8.345			NP_252082.1;AAG06780.1	NP_252082.1;AAG06780.1		
6.41606	6.22006	6.44448	7.25135	7.3052	7.41946	7.30878	7.21814	7.17762	7.263	7.30608	7.51075	6.28907	6.66489	6.2861			NP_252086.1;AAG06784.1	NP_252086.1;AAG06784.1		
8.51061	8.48762	8.53016	8.71955	8.6892	8.76608	8.64004	8.65284	8.64737	8.61896	8.733	8.74752	8.79191	8.78619	8.77107			NP_252087.1;AAG06785.1	NP_252087.1;AAG06785.1		
6.64772	6.87417	6.60606	6.19359	7.24341	6.55957	6.96768	7.26696	7.12418	7.01945	7.29879	6.98953	6.40876	6.45639	6.79213			NP_252092.1;AAG06790.1	NP_252092.1;AAG06790.1		
7.75219	8.05964	7.90847	7.55281	7.49959	7.73461	7.32552	7.374	7.37138	7.55502	7.61906	7.64032	7.60197	7.53026	7.41946			NP_252103.1;AAG06801.1	NP_252103.1;AAG06801.1		
7.00898	7.09667	7.11039	7.24	7.18167	7.21123	6.97961	6.98001	7.07162	7.06491	6.98981	7.18991	7.23328	6.99947	6.99987			NP_252104.1;AAG06802.1	NP_252104.1;AAG06802.1		
8.52336	8.50299	8.45767	8.37907	8.42843	8.45873	8.48855	8.48317	8.48453	8.46826	8.43273	8.50278	8.59539	8.562	8.54539			NP_252105.1;AAG06803.1	NP_252105.1;AAG06803.1		
8.23817	8.21117	8.14687	8.07719	8.10164	8.02301	8.14876	8.19092	8.1813	8.16744	7.92346	7.89658	8.12071	8.16563	8.17632			NP_252106.1;AAG06804.1	NP_252106.1;AAG06804.1		
8.42275	8.44815	8.44354	8.22446	8.2387	8.17237	8.40519	8.36845	8.34692	8.30244	8.2006	8.18119	8.35067	8.36419	8.35203			NP_252107.1;AAG06805.1	NP_252107.1;AAG06805.1		
8.65931	8.73127	8.62303	8.51255	8.48369	8.52403	8.50386	8.42223	8.45829	8.48878	8.67001	8.61511	8.5929	8.51946	8.48246			NP_252108.1;AAG06806.1	NP_252108.1;AAG06806.1		
7.12008	7.09601	7.35187	7.23241	7.25443	7.36263	7.11214	7.16023	7.09391	7.15866	7.21123	7.29623	7.59269	7.21309	7.09426			NP_252109.1;AAG06807.1	NP_252109.1;AAG06807.1		
6.5465	6.16482	6.07488	6.64496	6.22451	6.51363	6.39629	6.60707	6.40017	6.21707	6.19577	6.29425	6.26687	6.57791	6.00977			NP_252111.1;AAG06809.1	NP_252111.1;AAG06809.1		
6.55853	6.51815	6.33127	6.14437	6.1818	6.35619	6.44651	6.37985	6.1329	6.35872	6.55467	6.83532	6.61915	6.67086	6.3903			NP_252113.1;AAG06811.1	NP_252113.1;AAG06811.1		
6.64795	6.31744	6.39871	6.66225	6.61972	6.86199	6.52858	6.53233	6.53636	6.65663	6.49264	6.6034	6.2031	6.66067	6.7306			NP_252115.1;AAG06813.1	NP_252115.1;AAG06813.1		
7.631	7.75918	7.75442	7.94459	8.03822	7.84579	8.03882	7.9672	7.99397	7.92771	8.24237	8.12008	8.22279	8.15869	8.0765			NP_252116.1;AAG06814.1	NP_252116.1;AAG06814.1		
7.62968	7.70727	7.59963	7.67139	7.6174	7.449	7.70567	7.73669	7.71951	7.85637	8.07969	7.89007	8.00518	7.83965	7.88736			NP_252117.1;AAG06815.1	NP_252117.1;AAG06815.1		
7.4806	7.44759	7.33286	7.54413	7.59482	7.6164	7.35944	7.38933	7.39284	7.5002	7.63512	7.50776	7.12333	7.48171	7.62934			NP_252120.1;AAG06818.1	NP_252120.1;AAG06818.1		
8.0574	8.1322	8.12238	8.10058	8.07759	8.16268	7.94154	7.91955	7.92575	7.93431	8.14597	8.18625	8.42096	8.22285	8.17164			NP_252125.1;AAG06823.1	NP_252125.1;AAG06823.1		
6.92713	6.90098	7.03015	6.74763	6.95461	7.01452	6.8169	6.98406	6.79698	6.816	7.1371	7.06896	7.33951	6.80131	6.73595			NP_252127.1;AAG06825.1	NP_252127.1;AAG06825.1		
6.40631	6.66234	6.36528	6.25549	6.41159	6.54919	6.55216	6.60871	6.48318	6.42702	6.61402	6.71848	6.19165	6.43366	6.02582			NP_252128.1;AAG06826.1	NP_252128.1;AAG06826.1		
7.62139	7.80453	7.73269	7.77193	7.74042	7.79997	7.68397	7.63237	7.67056	6.87062	7.12123	6.90219	7.22835	7.11932	7.02882			NP_252129.1;AAG06827.1	NP_252129.1;AAG06827.1		
8.41271	8.51671	8.47305	8.61963	8.62737	8.75101	8.35959	8.42413	8.31633	8.45796	8.72015	8.63596	8.47886	8.33977	8.38571			NP_252130.1;AAG06828.1	NP_252130.1;AAG06828.1		
7.37286	7.52338	7.46535	7.45743	7.49075	7.49181	7.42428	7.42547	7.36177	7.45361	7.4909	7.53826	7.80378	7.56006	7.37927			NP_252140.1;AAG06838.1	NP_252140.1;AAG06838.1		
7.47478	7.50629	7.4567	7.50442	7.49374	7.39284	7.61672	7.5922	7.63459	7.44634	7.42645	7.53164	7.03587	7.29356	7.28751			NP_252142.1;AAG06840.1	NP_252142.1;AAG06840.1		
7.80858	7.86732	7.86704	7.67641	7.63638	7.77064	7.46617	7.53453	7.5909	7.49543	7.74935	7.67934	7.55221	7.38417	7.37184			NP_252143.1;AAG06841.1	NP_252143.1;AAG06841.1		
6.40701	6.26943	6.25328	6.69484	6.08655	6.3862	6.38862	6.45865	6.35483	6.59143	6.23839	6.26214	6.3623	6.69449	6.08832			NP_252144.1;AAG06842.1	NP_252144.1;AAG06842.1		
7.71307	7.53697	7.67852	7.79078	7.84919	7.68544	8.23106	8.20041	8.20379	7.99505	7.44348	7.29866	6.66928	7.64995	7.69416			NP_252145.1;AAG06843.1;3CZP	NP_252145.1;AAG06843.1;3CZP		
7.30978	7.17196	6.89505	7.20442	7.24642	7.04692	7.58245	7.64145	7.48074	7.4118	7.54304	7.48542	6.85981	6.75881	7.21627			NP_252146.1;AAG06844.1	NP_252146.1;AAG06844.1		
7.91035	7.98394	7.90131	7.99333	8.02152	8.12927	7.76557	7.75026	7.78652	7.85032	8.04657	7.91641	7.81324	7.57046	7.63949			NP_252148.1;AAG06846.1	NP_252148.1;AAG06846.1		
